Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2/18/2025 13:00
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2/18/2025 13:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2/18/2025 13:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 13:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2/18/2025 13:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2/18/2025 13:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2/18/2025 13:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2/18/2025 13:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2/18/2025 13:00
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2/18/2025 13:00
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2/18/2025 13:00
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2/18/2025 13:00
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2/18/2025 13:00
Palo Verde,PV,2 Bd/4 Person,Female,3,2/18/2025 13:00
Palo Verde,PV,2 Bd/4 Person,Male,0,2/18/2025 13:00
Palo Verde,PV,4 Bd/10 Person-Double,Female,96,2/18/2025 13:00
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,1,2/18/2025 13:00
Palo Verde,PV,4 Bd/10 Person-Double,Male,56,2/18/2025 13:00
Palo Verde,PV,4 Bd/10 Person-Triple,Female,144,2/18/2025 13:00
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,18,2/18/2025 13:00
Palo Verde,PV,4 Bd/10 Person-Triple,Male,84,2/18/2025 13:00
Tipuana,TN,2 Bd/4 Person,Female,4,2/18/2025 13:00
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 13:00
Tipuana,TN,2 Bd/4 Person,Male,16,2/18/2025 13:00
Tipuana,TN,4 Bd/10 Person-Double,Female,192,2/18/2025 13:00
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2/18/2025 13:00
Tipuana,TN,4 Bd/10 Person-Double,Male,120,2/18/2025 13:00
Tipuana,TN,4 Bd/10 Person-Triple,Female,294,2/18/2025 13:00
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,8,2/18/2025 13:00
Tipuana,TN,4 Bd/10 Person-Triple,Male,180,2/18/2025 13:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,22,2/18/2025 13:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,12,2/18/2025 13:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,11,2/18/2025 13:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,1,2/18/2025 13:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,40,2/18/2025 13:00
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2/18/2025 13:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,9,2/18/2025 13:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2/18/2025 13:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,14,2/18/2025 13:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2/18/2025 13:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2/18/2025 13:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,3,2/18/2025 13:00
