Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,30,2/20/2025 12:02
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,234,2/20/2025 12:02
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,149,2/20/2025 12:02
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,2/20/2025 12:02
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,25,2/20/2025 12:02
Sproul Landing / Cove,SLC,Deluxe Triple,Female,282,2/20/2025 12:02
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,8,2/20/2025 12:02
Sproul Landing / Cove,SLC,Deluxe Triple,Male,138,2/20/2025 12:02
Sproul Landing / Cove,SLC,Deluxe Triple,Non-Binary,1,2/20/2025 12:02
Sproul Landing / Cove,SLC,Deluxe Triple,Other,2,2/20/2025 12:02
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,402,2/20/2025 12:02
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,2/20/2025 12:02
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,250,2/20/2025 12:02
Sproul Hall,SPR,Classic Triple,Female,508,2/20/2025 12:02
Sproul Hall,SPR,Classic Triple,Gender Inclusive,37,2/20/2025 12:02
Sproul Hall,SPR,Classic Triple,Male,336,2/20/2025 12:02
Sunset Village,SV,Plaza Triple/Private Bath,Female,373,2/20/2025 12:02
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,19,2/20/2025 12:02
Sunset Village,SV,Plaza Triple/Private Bath,Male,210,2/20/2025 12:02
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,2,2/20/2025 12:02
Sunset Village,SV,Plaza Triple/Shared Bath,Female,384,2/20/2025 12:02
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,12,2/20/2025 12:02
Sunset Village,SV,Plaza Triple/Shared Bath,Male,266,2/20/2025 12:02
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2/20/2025 12:02
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,2/20/2025 12:02
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,2/20/2025 12:02
Gayley Heights,GH,1 Bd/3 Person,Female,0,2/20/2025 12:02
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,2/20/2025 12:02
Gayley Heights,GH,1 Bd/3 Person,Male,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/6 Person,Female,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/6 Person,Male,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2/20/2025 12:02
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,2/20/2025 12:02
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2/20/2025 12:02
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2/20/2025 12:02
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2/20/2025 12:02
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,2/20/2025 12:02
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2/20/2025 12:02
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2/20/2025 12:02
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2/20/2025 12:02
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,2/20/2025 12:02
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2/20/2025 12:02
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,2/20/2025 12:02
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2/20/2025 12:02
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2/20/2025 12:02
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2/20/2025 12:02
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2/20/2025 12:02
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2/20/2025 12:02
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2/20/2025 12:02
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2/20/2025 12:02
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,1,2/20/2025 12:02
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2/20/2025 12:02
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2/20/2025 12:02
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2/20/2025 12:02
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2/20/2025 12:02
Laurel,LA,2 Bd/4 Person,Female,0,2/20/2025 12:02
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Laurel,LA,2 Bd/4 Person,Male,0,2/20/2025 12:02
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2/20/2025 12:02
Laurel,LA,4 Bd/10 Person-Double,Female,0,2/20/2025 12:02
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2/20/2025 12:02
Laurel,LA,4 Bd/10 Person-Double,Male,2,2/20/2025 12:02
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,2/20/2025 12:02
Laurel,LA,4 Bd/10 Person-Triple,Female,142,2/20/2025 12:02
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2/20/2025 12:02
Laurel,LA,4 Bd/10 Person-Triple,Male,109,2/20/2025 12:02
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,2/20/2025 12:02
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2/20/2025 12:02
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Landfair Apartments,LF,2 Bd/4 Person,Male,0,2/20/2025 12:02
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,2/20/2025 12:02
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2/20/2025 12:02
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,2/20/2025 12:02
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,2/20/2025 12:02
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,2/20/2025 12:02
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,2/20/2025 12:02
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,5,2/20/2025 12:02
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2/20/2025 12:02
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,12,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2/20/2025 12:02
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2/20/2025 12:02
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2/20/2025 12:02
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2/20/2025 12:02
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2/20/2025 12:02
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2/20/2025 12:02
Palo Verde,PV,2 Bd/4 Person,Female,0,2/20/2025 12:02
Palo Verde,PV,2 Bd/4 Person,Male,0,2/20/2025 12:02
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,2/20/2025 12:02
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2/20/2025 12:02
Palo Verde,PV,4 Bd/10 Person-Double,Male,6,2/20/2025 12:02
Palo Verde,PV,4 Bd/10 Person-Triple,Female,73,2/20/2025 12:02
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,0,2/20/2025 12:02
Palo Verde,PV,4 Bd/10 Person-Triple,Male,58,2/20/2025 12:02
Tipuana,TN,2 Bd/4 Person,Female,0,2/20/2025 12:02
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Tipuana,TN,2 Bd/4 Person,Male,0,2/20/2025 12:02
Tipuana,TN,4 Bd/10 Person-Double,Female,0,2/20/2025 12:02
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2/20/2025 12:02
Tipuana,TN,4 Bd/10 Person-Double,Male,18,2/20/2025 12:02
Tipuana,TN,4 Bd/10 Person-Triple,Female,133,2/20/2025 12:02
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,2/20/2025 12:02
Tipuana,TN,4 Bd/10 Person-Triple,Male,140,2/20/2025 12:02
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2/20/2025 12:02
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2/20/2025 12:02
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2/20/2025 12:02
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2/20/2025 12:02
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2/20/2025 12:02
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2/20/2025 12:02
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2/20/2025 12:02
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2/20/2025 12:02
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,2/20/2025 12:02
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2/20/2025 12:02
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2/20/2025 12:02
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,2/20/2025 12:02
