Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,276,2/24/2025 13:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,6,2/24/2025 13:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,55,2/24/2025 13:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,1,2/24/2025 13:00
De Neve Residence Hall,DN,Deluxe Triple,Female,30,2/24/2025 13:00
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,3,2/24/2025 13:00
De Neve Residence Hall,DN,Deluxe Triple,Male,15,2/24/2025 13:00
Dykstra Hall,DYK,Classic Triple,Female,347,2/24/2025 13:00
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,26,2/24/2025 13:00
Dykstra Hall,DYK,Classic Triple,Male,203,2/24/2025 13:00
Hedrick Hall,HED,Classic Triple,Female,546,2/24/2025 13:00
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2/24/2025 13:00
Hedrick Hall,HED,Classic Triple,Male,361,2/24/2025 13:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,122,2/24/2025 13:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,1,2/24/2025 13:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,2,2/24/2025 13:00
Olympic / Centennial,OC,Deluxe Triple,Female,50,2/24/2025 13:00
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,14,2/24/2025 13:00
Olympic / Centennial,OC,Deluxe Triple,Male,7,2/24/2025 13:00
Olympic / Centennial,OC,Deluxe Triple,Non-Binary,0,2/24/2025 13:00
Rieber Hall,RIE,Classic Triple,Female,489,2/24/2025 13:00
Rieber Hall,RIE,Classic Triple,Gender Inclusive,48,2/24/2025 13:00
Rieber Hall,RIE,Classic Triple,Male,348,2/24/2025 13:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,0,2/24/2025 13:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,0,2/24/2025 13:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,0,2/24/2025 13:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,116,2/24/2025 13:00
