Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,0,3/3/2025 16:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,0,3/3/2025 16:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,0,3/3/2025 16:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,69,3/3/2025 16:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,25,3/3/2025 16:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,34,3/3/2025 16:00
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,3/3/2025 16:00
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,3/3/2025 16:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,140,3/3/2025 16:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,22,3/3/2025 16:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,110,3/3/2025 16:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Non-Binary,3,3/3/2025 16:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,19,3/3/2025 16:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,3/3/2025 16:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,0,3/3/2025 16:00
Sproul Landing / Cove,SLC,Deluxe Triple,Female,20,3/3/2025 16:00
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,5,3/3/2025 16:00
Sproul Landing / Cove,SLC,Deluxe Triple,Male,0,3/3/2025 16:00
Sproul Landing / Cove,SLC,Deluxe Triple,Non-Binary,0,3/3/2025 16:00
Sproul Landing / Cove,SLC,Deluxe Triple,Other,0,3/3/2025 16:00
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,372,3/3/2025 16:00
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,3/3/2025 16:00
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,231,3/3/2025 16:00
Sproul Hall,SPR,Classic Triple,Female,246,3/3/2025 16:00
Sproul Hall,SPR,Classic Triple,Gender Inclusive,29,3/3/2025 16:00
Sproul Hall,SPR,Classic Triple,Male,167,3/3/2025 16:00
Sproul Hall,SPR,Classic Triple,Non-Binary,0,3/3/2025 16:00
Sunset Village,SV,Plaza Triple/Private Bath,Female,129,3/3/2025 16:00
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,8,3/3/2025 16:00
Sunset Village,SV,Plaza Triple/Private Bath,Male,15,3/3/2025 16:00
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,2,3/3/2025 16:00
Sunset Village,SV,Plaza Triple/Shared Bath,Female,146,3/3/2025 16:00
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,9,3/3/2025 16:00
Sunset Village,SV,Plaza Triple/Shared Bath,Male,111,3/3/2025 16:00
Sunset Village,SV,Plaza Triple/Shared Bath,Non-Binary,5,3/3/2025 16:00
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,3/3/2025 16:00
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,3/3/2025 16:00
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,3/3/2025 16:00
Gayley Heights,GH,1 Bd/3 Person,Female,0,3/3/2025 16:00
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,3/3/2025 16:00
Gayley Heights,GH,1 Bd/3 Person,Male,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/6 Person,Female,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/6 Person,Male,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,3/3/2025 16:00
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,3/3/2025 16:00
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,3/3/2025 16:00
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,3/3/2025 16:00
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,3/3/2025 16:00
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,3/3/2025 16:00
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,3/3/2025 16:00
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,3/3/2025 16:00
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,3/3/2025 16:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,3/3/2025 16:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,3/3/2025 16:00
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,3/3/2025 16:00
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,3/3/2025 16:00
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,3/3/2025 16:00
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,3/3/2025 16:00
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,3/3/2025 16:00
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,3/3/2025 16:00
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,3/3/2025 16:00
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,3/3/2025 16:00
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,1,3/3/2025 16:00
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,3/3/2025 16:00
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,3/3/2025 16:00
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,3/3/2025 16:00
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,3/3/2025 16:00
Laurel,LA,2 Bd/4 Person,Female,0,3/3/2025 16:00
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Laurel,LA,2 Bd/4 Person,Male,0,3/3/2025 16:00
Laurel,LA,2 Bd/4 Person,Non-Binary,0,3/3/2025 16:00
Laurel,LA,4 Bd/10 Person-Double,Female,0,3/3/2025 16:00
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,3/3/2025 16:00
Laurel,LA,4 Bd/10 Person-Double,Male,0,3/3/2025 16:00
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,3/3/2025 16:00
Laurel,LA,4 Bd/10 Person-Triple,Female,35,3/3/2025 16:00
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,3/3/2025 16:00
Laurel,LA,4 Bd/10 Person-Triple,Male,72,3/3/2025 16:00
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,3/3/2025 16:00
Landfair Apartments,LF,2 Bd/4 Person,Female,0,3/3/2025 16:00
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Landfair Apartments,LF,2 Bd/4 Person,Male,0,3/3/2025 16:00
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,3/3/2025 16:00
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,3/3/2025 16:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,3/3/2025 16:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,3/3/2025 16:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,3/3/2025 16:00
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,3/3/2025 16:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,2,3/3/2025 16:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,3/3/2025 16:00
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,3/3/2025 16:00
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,3/3/2025 16:00
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,3/3/2025 16:00
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,3/3/2025 16:00
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,3/3/2025 16:00
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,3/3/2025 16:00
Palo Verde,PV,2 Bd/4 Person,Female,0,3/3/2025 16:00
Palo Verde,PV,2 Bd/4 Person,Male,0,3/3/2025 16:00
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,3/3/2025 16:00
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,3/3/2025 16:00
Palo Verde,PV,4 Bd/10 Person-Double,Male,0,3/3/2025 16:00
Palo Verde,PV,4 Bd/10 Person-Triple,Female,28,3/3/2025 16:00
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,8,3/3/2025 16:00
Palo Verde,PV,4 Bd/10 Person-Triple,Male,38,3/3/2025 16:00
Tipuana,TN,2 Bd/4 Person,Female,0,3/3/2025 16:00
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Tipuana,TN,2 Bd/4 Person,Male,0,3/3/2025 16:00
Tipuana,TN,4 Bd/10 Person-Double,Female,0,3/3/2025 16:00
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,3/3/2025 16:00
Tipuana,TN,4 Bd/10 Person-Double,Male,0,3/3/2025 16:00
Tipuana,TN,4 Bd/10 Person-Triple,Female,41,3/3/2025 16:00
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,3/3/2025 16:00
Tipuana,TN,4 Bd/10 Person-Triple,Male,107,3/3/2025 16:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,3/3/2025 16:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,3/3/2025 16:00
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,3/3/2025 16:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,3/3/2025 16:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,3/3/2025 16:00
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,3/3/2025 16:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,3/3/2025 16:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,3/3/2025 16:00
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,3/3/2025 16:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,3/3/2025 16:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,3/3/2025 16:00
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,3/3/2025 16:00
