Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2/19/2025 11:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2/19/2025 11:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 11:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2/19/2025 11:01
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2/19/2025 11:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2/19/2025 11:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2/19/2025 11:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,2/19/2025 11:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2/19/2025 11:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2/19/2025 11:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,2/19/2025 11:01
