Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,393,2/21/2025 16:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,15,2/21/2025 16:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,139,2/21/2025 16:00
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,0,2/21/2025 16:00
De Neve Residence Hall,DN,Deluxe Triple,Female,176,2/21/2025 16:00
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,9,2/21/2025 16:00
De Neve Residence Hall,DN,Deluxe Triple,Male,31,2/21/2025 16:00
Dykstra Hall,DYK,Classic Triple,Female,399,2/21/2025 16:00
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,26,2/21/2025 16:00
Dykstra Hall,DYK,Classic Triple,Male,223,2/21/2025 16:00
Hedrick Hall,HED,Classic Triple,Female,555,2/21/2025 16:00
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2/21/2025 16:00
Hedrick Hall,HED,Classic Triple,Male,361,2/21/2025 16:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,151,2/21/2025 16:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,1,2/21/2025 16:00
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,21,2/21/2025 16:00
Olympic / Centennial,OC,Deluxe Triple,Female,214,2/21/2025 16:00
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,17,2/21/2025 16:00
Olympic / Centennial,OC,Deluxe Triple,Male,34,2/21/2025 16:00
Olympic / Centennial,OC,Deluxe Triple,Non-Binary,0,2/21/2025 16:00
Rieber Hall,RIE,Classic Triple,Female,508,2/21/2025 16:00
Rieber Hall,RIE,Classic Triple,Gender Inclusive,48,2/21/2025 16:00
Rieber Hall,RIE,Classic Triple,Male,358,2/21/2025 16:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,0,2/21/2025 16:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,0,2/21/2025 16:00
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,0,2/21/2025 16:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,236,2/21/2025 16:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,28,2/21/2025 16:00
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,145,2/21/2025 16:00
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,2/21/2025 16:00
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,2/21/2025 16:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,232,2/21/2025 16:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,26,2/21/2025 16:00
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,188,2/21/2025 16:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,35,2/21/2025 16:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,2/21/2025 16:00
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,7,2/21/2025 16:00
Sproul Landing / Cove,SLC,Deluxe Triple,Female,46,2/21/2025 16:00
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,6,2/21/2025 16:00
Sproul Landing / Cove,SLC,Deluxe Triple,Male,15,2/21/2025 16:00
