Building,Building Abbreviation,Room Type,Room Assignment Gender,Available Bed Spaces,Last Updated
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,3/4/2025 15:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 15:01
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,3/4/2025 15:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,3/4/2025 15:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,3/4/2025 15:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,3/4/2025 15:01
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,3/4/2025 15:01
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,3/4/2025 15:01
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,3/4/2025 15:01
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,3/4/2025 15:01
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,3/4/2025 15:01
Palo Verde,PV,2 Bd/4 Person,Female,0,3/4/2025 15:01
Palo Verde,PV,2 Bd/4 Person,Male,0,3/4/2025 15:01
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,3/4/2025 15:01
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,3/4/2025 15:01
Palo Verde,PV,4 Bd/10 Person-Double,Male,0,3/4/2025 15:01
Palo Verde,PV,4 Bd/10 Person-Triple,Female,23,3/4/2025 15:01
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,0,3/4/2025 15:01
Palo Verde,PV,4 Bd/10 Person-Triple,Male,38,3/4/2025 15:01
Tipuana,TN,2 Bd/4 Person,Female,0,3/4/2025 15:01
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 15:01
Tipuana,TN,2 Bd/4 Person,Male,0,3/4/2025 15:01
Tipuana,TN,4 Bd/10 Person-Double,Female,0,3/4/2025 15:01
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,3/4/2025 15:01
Tipuana,TN,4 Bd/10 Person-Double,Male,0,3/4/2025 15:01
Tipuana,TN,4 Bd/10 Person-Triple,Female,49,3/4/2025 15:01
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,3/4/2025 15:01
Tipuana,TN,4 Bd/10 Person-Triple,Male,106,3/4/2025 15:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,3/4/2025 15:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,3/4/2025 15:01
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,3/4/2025 15:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,3/4/2025 15:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 15:01
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,3/4/2025 15:01
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,3/4/2025 15:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,3/4/2025 15:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,3/4/2025 15:01
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,3/4/2025 15:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,3/4/2025 15:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,3/4/2025 15:01
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,3/4/2025 15:01
