Building,Building_Abbreviation,Room_Type,Gender,Available_Bed_Spaces,Last_Updated,Percent_Left
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2025-02-18 15:00:00,0.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2025-02-18 15:00:00,0.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2025-02-18 15:00:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2025-02-18 15:00:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,1,2025-02-18 15:00:00,12.5
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,7,2025-02-18 15:00:00,9.7
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2025-02-18 15:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2025-02-18 15:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2025-02-18 15:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,5,2025-02-18 15:00:00,35.7
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2025-02-18 15:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2025-02-18 15:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,3,2025-02-18 15:00:00,18.8
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,528,2025-02-21 10:00:00,70.4
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,15,2025-02-21 10:00:00,45.5
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,282,2025-02-21 10:00:00,61.0
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,0,2025-02-21 10:00:00,0.0
De Neve Residence Hall,DN,Deluxe Triple,Female,212,2025-02-21 10:00:00,77.7
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,9,2025-02-21 10:00:00,27.3
De Neve Residence Hall,DN,Deluxe Triple,Male,100,2025-02-21 10:00:00,79.4
Dykstra Hall,DYK,Classic Triple,Female,423,2025-02-21 10:00:00,90.4
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,26,2025-02-21 10:00:00,72.2
Dykstra Hall,DYK,Classic Triple,Male,245,2025-02-21 10:00:00,93.9
Hedrick Hall,HED,Classic Triple,Female,577,2025-02-21 10:00:00,98.1
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2025-02-21 10:00:00,100.0
Hedrick Hall,HED,Classic Triple,Male,364,2025-02-21 10:00:00,99.5
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,247,2025-02-21 10:00:00,93.6
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,1,2025-02-21 10:00:00,5.6
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,132,2025-02-21 10:00:00,78.6
Olympic / Centennial,OC,Deluxe Triple,Female,613,2025-02-21 10:00:00,61.4
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,23,2025-02-21 10:00:00,28.4
Olympic / Centennial,OC,Deluxe Triple,Male,297,2025-02-21 10:00:00,50.0
Olympic / Centennial,OC,Deluxe Triple,Non-Binary,0,2025-02-21 10:00:00,0.0
Rieber Hall,RIE,Classic Triple,Female,537,2025-02-21 10:00:00,94.7
Rieber Hall,RIE,Classic Triple,Gender Inclusive,48,2025-02-21 10:00:00,100.0
Rieber Hall,RIE,Classic Triple,Male,368,2025-02-21 10:00:00,96.6
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,0,2025-02-21 10:00:00,0.0
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,0,2025-02-21 10:00:00,0.0
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,0,2025-02-21 10:00:00,0.0
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,349,2025-02-21 10:00:00,79.7
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,31,2025-02-21 10:00:00,86.1
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,209,2025-02-21 10:00:00,77.4
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,2025-02-21 10:00:00,0.0
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,2025-02-21 10:00:00,0.0
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,328,2025-02-21 10:00:00,80.4
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,26,2025-02-21 10:00:00,86.7
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,222,2025-02-21 10:00:00,88.1
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,97,2025-02-21 10:00:00,37.6
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,12,2025-02-21 10:00:00,8.0
Sproul Landing / Cove,SLC,Deluxe Triple,Female,162,2025-02-21 10:00:00,27.1
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,8,2025-02-21 10:00:00,17.8
Sproul Landing / Cove,SLC,Deluxe Triple,Male,56,2025-02-21 10:00:00,15.4
Sproul Landing / Cove,SLC,Deluxe Triple,Non-Binary,0,2025-02-21 10:00:00,0.0
Sproul Landing / Cove,SLC,Deluxe Triple,Other,2,2025-02-21 10:00:00,100.0
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,399,2025-02-21 10:00:00,96.4
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,2025-02-21 10:00:00,100.0
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,250,2025-02-21 10:00:00,99.2
Sproul Hall,SPR,Classic Triple,Female,484,2025-02-21 10:00:00,83.6
Sproul Hall,SPR,Classic Triple,Gender Inclusive,37,2025-02-21 10:00:00,72.5
Sproul Hall,SPR,Classic Triple,Male,315,2025-02-21 10:00:00,85.4
Sunset Village,SV,Plaza Triple/Private Bath,Female,303,2025-02-21 10:00:00,59.8
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,14,2025-02-21 10:00:00,35.9
Sunset Village,SV,Plaza Triple/Private Bath,Male,172,2025-02-21 10:00:00,55.7
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,5,2025-02-21 10:00:00,100.0
Sunset Village,SV,Plaza Triple/Shared Bath,Female,345,2025-02-21 10:00:00,75.7
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,12,2025-02-21 10:00:00,33.3
Sunset Village,SV,Plaza Triple/Shared Bath,Male,255,2025-02-21 10:00:00,90.4
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,2025-02-21 10:00:00,0.0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2025-02-21 10:00:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2025-02-21 10:00:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,1,2025-02-21 10:00:00,33.3
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Laurel,LA,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Laurel,LA,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2025-02-21 10:00:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Non-Binary,0,2025-02-21 10:00:00,0.0
Laurel,LA,4 Bd/10 Person-Triple,Female,60,2025-02-21 10:00:00,23.3
Laurel,LA,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Laurel,LA,4 Bd/10 Person-Triple,Male,90,2025-02-21 10:00:00,60.0
Laurel,LA,4 Bd/10 Person-Triple,Non-Binary,4,2025-02-21 10:00:00,66.7
Landfair Apartments,LF,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Landfair Apartments,LF,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Landfair Apartments,LF,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,1 Bd/3 Person,Female,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,1 Bd/3 Person,Male,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Female,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Male,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Female,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Male,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,2 Bd/8 Person,Female,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,2 Bd/8 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Levering Terrace Apartments,LT,2 Bd/8 Person,Male,10,2025-02-21 10:00:00,15.6
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Female,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Male,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Female,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Male,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,3 Bd/6 Person,Female,0,2025-02-21 10:00:00,0.0
Landfair Vista Apartments,LV,3 Bd/6 Person,Male,0,2025-02-21 10:00:00,0.0
Palo Verde,PV,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Palo Verde,PV,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Palo Verde,PV,4 Bd/10 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Palo Verde,PV,4 Bd/10 Person-Triple,Female,48,2025-02-21 10:00:00,33.3
Palo Verde,PV,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Palo Verde,PV,4 Bd/10 Person-Triple,Male,43,2025-02-21 10:00:00,51.2
Tipuana,TN,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Tipuana,TN,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Tipuana,TN,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Tipuana,TN,4 Bd/10 Person-Double,Male,1,2025-02-21 10:00:00,0.8
Tipuana,TN,4 Bd/10 Person-Triple,Female,76,2025-02-21 10:00:00,25.9
Tipuana,TN,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Tipuana,TN,4 Bd/10 Person-Triple,Male,126,2025-02-21 10:00:00,70.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Female,0,2025-02-21 10:00:00,0.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Male,0,2025-02-21 10:00:00,0.0
Westwood Chateau Apartments,WC,1 Bd/3 Person,Non-Binary,0,2025-02-21 10:00:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Westwood Chateau Apartments,WC,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
Westwood Palms Apartments,WP,1 Bd/3 Person,Female,0,2025-02-21 10:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Female,0,2025-02-21 10:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/3 Person-Double,Male,0,2025-02-21 10:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Female,0,2025-02-21 10:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Gender Inclusive,0,2025-02-21 10:00:00,0.0
Westwood Palms Apartments,WP,2 Bd/4 Person,Male,0,2025-02-21 10:00:00,0.0
De Neve Plaza,DEN,Plaza Triple/Private Bath,Female,211,2025-03-04 15:01:00,28.1
De Neve Plaza,DEN,Plaza Triple/Private Bath,Gender Inclusive,6,2025-03-04 15:01:00,18.2
De Neve Plaza,DEN,Plaza Triple/Private Bath,Male,20,2025-03-04 15:01:00,4.3
De Neve Plaza,DEN,Plaza Triple/Private Bath,Non-Binary,0,2025-03-04 15:01:00,0.0
De Neve Residence Hall,DN,Deluxe Triple,Female,13,2025-03-04 15:01:00,4.8
De Neve Residence Hall,DN,Deluxe Triple,Gender Inclusive,7,2025-03-04 15:01:00,21.2
De Neve Residence Hall,DN,Deluxe Triple,Male,2,2025-03-04 15:01:00,1.6
Dykstra Hall,DYK,Classic Triple,Female,321,2025-03-04 15:01:00,68.6
Dykstra Hall,DYK,Classic Triple,Gender Inclusive,31,2025-03-04 15:01:00,86.1
Dykstra Hall,DYK,Classic Triple,Male,191,2025-03-04 15:01:00,73.2
Hedrick Hall,HED,Classic Triple,Female,551,2025-03-04 15:01:00,93.7
Hedrick Hall,HED,Classic Triple,Gender Inclusive,48,2025-03-04 15:01:00,100.0
Hedrick Hall,HED,Classic Triple,Male,357,2025-03-04 15:01:00,97.5
Hitch Suites,HIT,Suite Triple/Shared Bath,Female,113,2025-03-04 15:01:00,42.8
Hitch Suites,HIT,Suite Triple/Shared Bath,Gender Inclusive,2,2025-03-04 15:01:00,11.1
Hitch Suites,HIT,Suite Triple/Shared Bath,Male,0,2025-03-04 15:01:00,0.0
Olympic / Centennial,OC,Deluxe Triple,Female,13,2025-03-04 15:01:00,1.3
Olympic / Centennial,OC,Deluxe Triple,Gender Inclusive,11,2025-03-04 15:01:00,13.6
Olympic / Centennial,OC,Deluxe Triple,Male,3,2025-03-04 15:01:00,0.5
Olympic / Centennial,OC,Deluxe Triple,Non-Binary,0,2025-03-04 15:01:00,0.0
Rieber Hall,RIE,Classic Triple,Female,467,2025-03-04 15:01:00,82.4
Rieber Hall,RIE,Classic Triple,Gender Inclusive,45,2025-03-04 15:01:00,93.8
Rieber Hall,RIE,Classic Triple,Male,343,2025-03-04 15:01:00,90.0
Rieber Terrace,RT,Plaza Triple/Private Bath,Female,0,2025-03-04 15:01:00,0.0
Rieber Terrace,RT,Plaza Triple/Private Bath,Male,0,2025-03-04 15:01:00,0.0
Rieber Terrace,RT,Plaza Triple/Private Bath,Non-Binary,0,2025-03-04 15:01:00,0.0
Rieber Terrace,RT,Plaza Triple/Shared Bath,Female,57,2025-03-04 15:01:00,13.0
Rieber Terrace,RT,Plaza Triple/Shared Bath,Gender Inclusive,27,2025-03-04 15:01:00,75.0
Rieber Terrace,RT,Plaza Triple/Shared Bath,Male,36,2025-03-04 15:01:00,13.3
Rieber Vista,RV,Plaza Triple/Private Bath,Female,0,2025-03-04 15:01:00,0.0
Rieber Vista,RV,Plaza Triple/Private Bath,Male,0,2025-03-04 15:01:00,0.0
Rieber Vista,RV,Plaza Triple/Shared Bath,Female,136,2025-03-04 15:01:00,33.3
Rieber Vista,RV,Plaza Triple/Shared Bath,Gender Inclusive,20,2025-03-04 15:01:00,66.7
Rieber Vista,RV,Plaza Triple/Shared Bath,Male,97,2025-03-04 15:01:00,38.5
Rieber Vista,RV,Plaza Triple/Shared Bath,Non-Binary,2,2025-03-04 15:01:00,50.0
Saxon Suites,SAX,Suite Triple/Shared Bath,Female,19,2025-03-04 15:01:00,7.4
Saxon Suites,SAX,Suite Triple/Shared Bath,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Saxon Suites,SAX,Suite Triple/Shared Bath,Male,0,2025-03-04 15:01:00,0.0
Sproul Landing / Cove,SLC,Deluxe Triple,Female,8,2025-03-04 15:01:00,1.3
Sproul Landing / Cove,SLC,Deluxe Triple,Gender Inclusive,4,2025-03-04 15:01:00,8.9
Sproul Landing / Cove,SLC,Deluxe Triple,Male,1,2025-03-04 15:01:00,0.3
Sproul Landing / Cove,SLC,Deluxe Triple,Non-Binary,0,2025-03-04 15:01:00,0.0
Sproul Landing / Cove,SLC,Deluxe Triple,Other,0,2025-03-04 15:01:00,0.0
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Female,371,2025-03-04 15:01:00,89.6
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Gender Inclusive,30,2025-03-04 15:01:00,100.0
Hedrick Summit,SMT,Plaza Triple/Shared Bath,Male,231,2025-03-04 15:01:00,91.7
Sproul Hall,SPR,Classic Triple,Female,251,2025-03-04 15:01:00,43.4
Sproul Hall,SPR,Classic Triple,Gender Inclusive,27,2025-03-04 15:01:00,52.9
Sproul Hall,SPR,Classic Triple,Male,152,2025-03-04 15:01:00,41.2
Sproul Hall,SPR,Classic Triple,Non-Binary,2,2025-03-04 15:01:00,100.0
Sunset Village,SV,Plaza Triple/Private Bath,Female,124,2025-03-04 15:01:00,24.5
Sunset Village,SV,Plaza Triple/Private Bath,Gender Inclusive,10,2025-03-04 15:01:00,25.6
Sunset Village,SV,Plaza Triple/Private Bath,Male,16,2025-03-04 15:01:00,5.2
Sunset Village,SV,Plaza Triple/Private Bath,Non-Binary,4,2025-03-04 15:01:00,80.0
Sunset Village,SV,Plaza Triple/Shared Bath,Female,146,2025-03-04 15:01:00,32.0
Sunset Village,SV,Plaza Triple/Shared Bath,Gender Inclusive,9,2025-03-04 15:01:00,25.0
Sunset Village,SV,Plaza Triple/Shared Bath,Male,103,2025-03-04 15:01:00,36.5
Sunset Village,SV,Plaza Triple/Shared Bath,Non-Binary,1,2025-03-04 15:01:00,20.0
Gayley Court Apartments,GC,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Gayley Court Apartments,GC,2 Bd/4 Person,Non-Binary,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,1 Bd/3 Person,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/5 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/6 Person,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Quad,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,2 Bd/7 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,3 Bd/8 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Female,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Gayley Heights,GH,4 Bd/10 Person-Triple,Male,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Glenrock Apartments,GR,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Female,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Male,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,1 Bd/3 Person,Non-Binary,1,2025-03-04 15:01:00,33.3
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Female,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Male,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Glenrock West Apartments,GW,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Laurel,LA,2 Bd/4 Person,Female,0,2025-03-04 15:01:00,0.0
Laurel,LA,2 Bd/4 Person,Gender Inclusive,0,2025-03-04 15:01:00,0.0
Laurel,LA,2 Bd/4 Person,Male,0,2025-03-04 15:01:00,0.0
Laurel,LA,2 Bd/4 Person,Non-Binary,0,2025-03-04 15:01:00,0.0
Laurel,LA,4 Bd/10 Person-Double,Female,0,2025-03-04 15:01:00,0.0
