Last_Updated,Room_Type,Available_Bed_Spaces,Percent_Left
2025-02-20 11:02:00,2 Bd/3 Person-Double,0,0.0
2025-02-20 11:02:00,2 Bd/4 Person,0,0.0
2025-02-20 11:02:00,2 Bd/5 Person-Double,0,0.0
2025-02-20 11:02:00,2 Bd/5 Person-Triple,0,0.0
2025-02-20 11:02:00,2 Bd/6 Person,0,0.0
2025-02-20 11:02:00,2 Bd/7 Person-Quad,0,0.0
2025-02-20 11:02:00,2 Bd/7 Person-Triple,0,0.0
2025-02-20 11:02:00,2 Bd/8 Person,36,0.1875
2025-02-20 11:02:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-20 11:02:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-20 11:02:00,3 Bd/6 Person,0,0.0
2025-02-20 11:02:00,3 Bd/8 Person-Double,0,0.0
2025-02-20 11:02:00,3 Bd/8 Person-Triple,0,0.0
2025-02-20 11:02:00,4 Bd/10 Person-Double,45,0.05011135857461024
2025-02-20 11:02:00,4 Bd/10 Person-Triple,712,0.5274074074074074
2025-02-20 11:02:00,Classic Triple,3583,0.9524189261031366
2025-02-20 11:02:00,Deluxe Triple,2046,0.6576663452266153
2025-02-20 11:02:00,Plaza Triple/Private Bath,1600,0.7469654528478058
2025-02-20 11:02:00,Plaza Triple/Shared Bath,2670,0.9194214876033058
2025-02-20 11:02:00,Suite Triple/Shared Bath,621,0.708904109589041
2025-02-20 12:02:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-20 12:02:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-20 12:02:00,2 Bd+Loft/6 Person,0,0.0
2025-02-20 12:02:00,2 Bd/3 Person-Double,0,0.0
2025-02-20 12:02:00,2 Bd/4 Person,0,0.0
2025-02-20 12:02:00,2 Bd/5 Person-Double,0,0.0
2025-02-20 12:02:00,2 Bd/5 Person-Triple,0,0.0
2025-02-20 12:02:00,2 Bd/6 Person,0,0.0
2025-02-20 12:02:00,2 Bd/7 Person-Quad,0,0.0
2025-02-20 12:02:00,2 Bd/7 Person-Triple,0,0.0
2025-02-20 12:02:00,2 Bd/8 Person,17,0.08854166666666667
2025-02-20 12:02:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-20 12:02:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-20 12:02:00,3 Bd/6 Person,0,0.0
2025-02-20 12:02:00,3 Bd/8 Person-Double,0,0.0
2025-02-20 12:02:00,3 Bd/8 Person-Triple,0,0.0
2025-02-20 12:02:00,4 Bd/10 Person-Double,26,0.028953229398663696
2025-02-20 12:02:00,4 Bd/10 Person-Triple,659,0.48814814814814816
2025-02-20 12:02:00,Classic Triple,3558,0.9457735247208932
2025-02-20 12:02:00,Deluxe Triple,1922,0.6178077788492446
2025-02-20 12:02:00,Plaza Triple/Private Bath,1537,0.7175536881419234
2025-02-20 12:02:00,Plaza Triple/Shared Bath,2629,0.9053030303030303
2025-02-20 12:02:00,Suite Triple/Shared Bath,594,0.678082191780822
2025-02-20 13:02:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-20 13:02:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-20 13:02:00,2 Bd+Loft/6 Person,0,0.0
2025-02-20 13:02:00,2 Bd/3 Person-Double,0,0.0
2025-02-20 13:02:00,2 Bd/4 Person,0,0.0
2025-02-20 13:02:00,2 Bd/5 Person-Double,0,0.0
2025-02-20 13:02:00,2 Bd/5 Person-Triple,0,0.0
2025-02-20 13:02:00,2 Bd/6 Person,0,0.0
2025-02-20 13:02:00,2 Bd/7 Person-Quad,0,0.0
2025-02-20 13:02:00,2 Bd/7 Person-Triple,0,0.0
2025-02-20 13:02:00,2 Bd/8 Person,16,0.08333333333333333
2025-02-20 13:02:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-20 13:02:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-20 13:02:00,3 Bd/6 Person,0,0.0
2025-02-20 13:02:00,3 Bd/8 Person-Double,0,0.0
2025-02-20 13:02:00,3 Bd/8 Person-Triple,0,0.0
2025-02-20 13:02:00,4 Bd/10 Person-Double,16,0.017817371937639197
2025-02-20 13:02:00,4 Bd/10 Person-Triple,592,0.43851851851851853
2025-02-20 13:02:00,Classic Triple,3546,0.9425837320574163
2025-02-20 13:02:00,Deluxe Triple,1812,0.5824493731918997
2025-02-20 13:02:00,Plaza Triple/Private Bath,1481,0.6914098972922502
2025-02-20 13:02:00,Plaza Triple/Shared Bath,2597,0.8942837465564738
2025-02-20 13:02:00,Suite Triple/Shared Bath,551,0.6289954337899544
2025-02-20 14:03:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-20 14:03:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-20 14:03:00,2 Bd+Loft/6 Person,0,0.0
2025-02-20 14:03:00,2 Bd/3 Person-Double,0,0.0
2025-02-20 14:03:00,2 Bd/4 Person,0,0.0
2025-02-20 14:03:00,2 Bd/5 Person-Double,0,0.0
2025-02-20 14:03:00,2 Bd/5 Person-Triple,0,0.0
2025-02-20 14:03:00,2 Bd/6 Person,0,0.0
2025-02-20 14:03:00,2 Bd/7 Person-Quad,0,0.0
2025-02-20 14:03:00,2 Bd/7 Person-Triple,0,0.0
2025-02-20 14:03:00,2 Bd/8 Person,13,0.06770833333333333
2025-02-20 14:03:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-20 14:03:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-20 14:03:00,3 Bd/6 Person,0,0.0
2025-02-20 14:03:00,3 Bd/8 Person-Double,0,0.0
2025-02-20 14:03:00,3 Bd/8 Person-Triple,0,0.0
2025-02-20 14:03:00,4 Bd/10 Person-Double,9,0.01002227171492205
2025-02-20 14:03:00,4 Bd/10 Person-Triple,552,0.4088888888888889
2025-02-20 14:03:00,Classic Triple,3525,0.9370015948963317
2025-02-20 14:03:00,Deluxe Triple,1702,0.5470909675345548
2025-02-20 14:03:00,Plaza Triple/Private Bath,1432,0.6685340802987861
2025-02-20 14:03:00,Plaza Triple/Shared Bath,2539,0.8743112947658402
2025-02-20 14:03:00,Suite Triple/Shared Bath,531,0.6061643835616438
2025-02-20 15:03:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-20 15:03:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-20 15:03:00,2 Bd+Loft/6 Person,0,0.0
2025-02-20 15:03:00,2 Bd/3 Person-Double,0,0.0
2025-02-20 15:03:00,2 Bd/4 Person,0,0.0
2025-02-20 15:03:00,2 Bd/5 Person-Double,0,0.0
2025-02-20 15:03:00,2 Bd/5 Person-Triple,0,0.0
2025-02-20 15:03:00,2 Bd/6 Person,0,0.0
2025-02-20 15:03:00,2 Bd/7 Person-Quad,0,0.0
2025-02-20 15:03:00,2 Bd/7 Person-Triple,0,0.0
2025-02-20 15:03:00,2 Bd/8 Person,11,0.057291666666666664
2025-02-20 15:03:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-20 15:03:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-20 15:03:00,3 Bd/6 Person,0,0.0
2025-02-20 15:03:00,3 Bd/8 Person-Double,0,0.0
2025-02-20 15:03:00,3 Bd/8 Person-Triple,0,0.0
2025-02-20 15:03:00,4 Bd/10 Person-Double,9,0.01002227171492205
2025-02-20 15:03:00,4 Bd/10 Person-Triple,496,0.3674074074074074
2025-02-20 15:03:00,Classic Triple,3496,0.9292929292929293
2025-02-20 15:03:00,Deluxe Triple,1596,0.5130183220829315
2025-02-20 15:03:00,Plaza Triple/Private Bath,1368,0.6386554621848739
2025-02-20 15:03:00,Plaza Triple/Shared Bath,2490,0.8574380165289256
2025-02-20 15:03:00,Suite Triple/Shared Bath,514,0.58675799086758
2025-02-20 16:03:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-20 16:03:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-20 16:03:00,2 Bd+Loft/6 Person,0,0.0
2025-02-20 16:03:00,2 Bd/3 Person-Double,0,0.0
2025-02-20 16:03:00,2 Bd/4 Person,0,0.0
2025-02-20 16:03:00,2 Bd/5 Person-Double,0,0.0
2025-02-20 16:03:00,2 Bd/5 Person-Triple,0,0.0
2025-02-20 16:03:00,2 Bd/6 Person,0,0.0
2025-02-20 16:03:00,2 Bd/7 Person-Quad,0,0.0
2025-02-20 16:03:00,2 Bd/7 Person-Triple,0,0.0
2025-02-20 16:03:00,2 Bd/8 Person,10,0.052083333333333336
2025-02-20 16:03:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-20 16:03:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-20 16:03:00,3 Bd/6 Person,0,0.0
2025-02-20 16:03:00,3 Bd/8 Person-Double,0,0.0
2025-02-20 16:03:00,3 Bd/8 Person-Triple,0,0.0
2025-02-20 16:03:00,4 Bd/10 Person-Double,6,0.0066815144766146995
2025-02-20 16:03:00,4 Bd/10 Person-Triple,474,0.3511111111111111
2025-02-20 16:03:00,Classic Triple,3484,0.9261031366294524
2025-02-20 16:03:00,Deluxe Triple,1559,0.5011250401800065
2025-02-20 16:03:00,Plaza Triple/Private Bath,1343,0.626984126984127
2025-02-20 16:03:00,Plaza Triple/Shared Bath,2478,0.8533057851239669
2025-02-20 16:03:00,Suite Triple/Shared Bath,499,0.569634703196347
2025-02-21 10:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-21 10:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-21 10:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-21 10:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-21 10:00:00,2 Bd/4 Person,0,0.0
2025-02-21 10:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-21 10:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-21 10:00:00,2 Bd/6 Person,0,0.0
2025-02-21 10:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-21 10:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-21 10:00:00,2 Bd/8 Person,10,0.052083333333333336
2025-02-21 10:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-21 10:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-21 10:00:00,3 Bd/6 Person,0,0.0
2025-02-21 10:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-21 10:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-21 10:00:00,4 Bd/10 Person-Double,1,0.0011135857461024498
2025-02-21 10:00:00,4 Bd/10 Person-Triple,447,0.33111111111111113
2025-02-21 10:00:00,Classic Triple,3472,0.9229133439659756
2025-02-21 10:00:00,Deluxe Triple,1482,0.476374156219865
2025-02-21 10:00:00,Plaza Triple/Private Bath,1319,0.6157796451914099
2025-02-21 10:00:00,Plaza Triple/Shared Bath,2456,0.8457300275482094
2025-02-21 10:00:00,Suite Triple/Shared Bath,489,0.5582191780821918
2025-02-21 11:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-21 11:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-21 11:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-21 11:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-21 11:00:00,2 Bd/4 Person,0,0.0
2025-02-21 11:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-21 11:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-21 11:00:00,2 Bd/6 Person,0,0.0
2025-02-21 11:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-21 11:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-21 11:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-21 11:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-21 11:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-21 11:00:00,3 Bd/6 Person,0,0.0
2025-02-21 11:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-21 11:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-21 11:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-21 11:00:00,4 Bd/10 Person-Triple,427,0.3162962962962963
2025-02-21 11:00:00,Classic Triple,3446,0.9160021265284424
2025-02-21 11:00:00,Deluxe Triple,1335,0.42912246865959497
2025-02-21 11:00:00,Plaza Triple/Private Bath,1257,0.5868347338935574
2025-02-21 11:00:00,Plaza Triple/Shared Bath,2381,0.8199035812672176
2025-02-21 11:00:00,Suite Triple/Shared Bath,448,0.5114155251141552
2025-02-21 12:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-21 12:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-21 12:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-21 12:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-21 12:00:00,2 Bd/4 Person,0,0.0
2025-02-21 12:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-21 12:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-21 12:00:00,2 Bd/6 Person,0,0.0
2025-02-21 12:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-21 12:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-21 12:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-21 12:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-21 12:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-21 12:00:00,3 Bd/6 Person,0,0.0
2025-02-21 12:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-21 12:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-21 12:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-21 12:00:00,4 Bd/10 Person-Triple,422,0.3125925925925926
2025-02-21 12:00:00,Classic Triple,3412,0.9069643806485912
2025-02-21 12:00:00,Deluxe Triple,1139,0.366120218579235
2025-02-21 12:00:00,Plaza Triple/Private Bath,1149,0.5364145658263305
2025-02-21 12:00:00,Plaza Triple/Shared Bath,2313,0.7964876033057852
2025-02-21 12:00:00,Suite Triple/Shared Bath,380,0.4337899543378995
2025-02-21 13:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-21 13:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-21 13:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-21 13:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-21 13:00:00,2 Bd/4 Person,0,0.0
2025-02-21 13:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-21 13:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-21 13:00:00,2 Bd/6 Person,0,0.0
2025-02-21 13:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-21 13:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-21 13:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-21 13:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-21 13:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-21 13:00:00,3 Bd/6 Person,0,0.0
2025-02-21 13:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-21 13:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-21 13:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-21 13:00:00,4 Bd/10 Person-Triple,410,0.3037037037037037
2025-02-21 13:00:00,Classic Triple,3362,0.8936735778841042
2025-02-21 13:00:00,Deluxe Triple,947,0.3044037287045966
2025-02-21 13:00:00,Plaza Triple/Private Bath,1079,0.503734827264239
2025-02-21 13:00:00,Plaza Triple/Shared Bath,2227,0.7668732782369146
2025-02-21 13:00:00,Suite Triple/Shared Bath,323,0.3687214611872146
2025-02-21 14:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-21 14:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-21 14:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-21 14:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-21 14:00:00,2 Bd/4 Person,0,0.0
2025-02-21 14:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-21 14:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-21 14:00:00,2 Bd/6 Person,0,0.0
2025-02-21 14:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-21 14:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-21 14:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-21 14:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-21 14:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-21 14:00:00,3 Bd/6 Person,0,0.0
2025-02-21 14:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-21 14:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-21 14:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-21 14:00:00,4 Bd/10 Person-Triple,405,0.3
2025-02-21 14:00:00,Classic Triple,3323,0.8833067517278044
2025-02-21 14:00:00,Deluxe Triple,752,0.24172291867566698
2025-02-21 14:00:00,Plaza Triple/Private Bath,1005,0.469187675070028
2025-02-21 14:00:00,Plaza Triple/Shared Bath,2114,0.727961432506887
2025-02-21 14:00:00,Suite Triple/Shared Bath,266,0.3036529680365297
2025-02-21 15:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-21 15:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-21 15:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-21 15:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-21 15:00:00,2 Bd/4 Person,0,0.0
2025-02-21 15:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-21 15:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-21 15:00:00,2 Bd/6 Person,0,0.0
2025-02-21 15:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-21 15:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-21 15:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-21 15:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-21 15:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-21 15:00:00,3 Bd/6 Person,0,0.0
2025-02-21 15:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-21 15:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-21 15:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-21 15:00:00,4 Bd/10 Person-Triple,397,0.2940740740740741
2025-02-21 15:00:00,Classic Triple,3285,0.8732057416267942
2025-02-21 15:00:00,Deluxe Triple,610,0.19607843137254902
2025-02-21 15:00:00,Plaza Triple/Private Bath,911,0.4253034547152194
2025-02-21 15:00:00,Plaza Triple/Shared Bath,2012,0.6928374655647382
2025-02-21 15:00:00,Suite Triple/Shared Bath,222,0.2534246575342466
2025-02-21 16:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-21 16:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-21 16:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-21 16:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-21 16:00:00,2 Bd/4 Person,0,0.0
2025-02-21 16:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-21 16:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-21 16:00:00,2 Bd/6 Person,0,0.0
2025-02-21 16:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-21 16:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-21 16:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-21 16:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-21 16:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-21 16:00:00,3 Bd/6 Person,0,0.0
2025-02-21 16:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-21 16:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-21 16:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-21 16:00:00,4 Bd/10 Person-Triple,390,0.28888888888888886
2025-02-21 16:00:00,Classic Triple,3258,0.8660287081339713
2025-02-21 16:00:00,Deluxe Triple,550,0.17679202828672452
2025-02-21 16:00:00,Plaza Triple/Private Bath,880,0.41083099906629317
2025-02-21 16:00:00,Plaza Triple/Shared Bath,1952,0.6721763085399449
2025-02-21 16:00:00,Suite Triple/Shared Bath,215,0.2454337899543379
2025-02-24 10:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-24 10:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-24 10:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-24 10:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-24 10:00:00,2 Bd/4 Person,0,0.0
2025-02-24 10:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-24 10:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-24 10:00:00,2 Bd/6 Person,0,0.0
2025-02-24 10:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-24 10:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-24 10:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-24 10:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-24 10:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-24 10:00:00,3 Bd/6 Person,0,0.0
2025-02-24 10:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-24 10:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-24 10:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-24 10:00:00,4 Bd/10 Person-Triple,389,0.28814814814814815
2025-02-24 10:00:00,Classic Triple,3209,0.8530037214247741
2025-02-24 10:00:00,Deluxe Triple,454,0.14593378334940535
2025-02-24 10:00:00,Plaza Triple/Private Bath,775,0.3618113912231559
2025-02-24 10:00:00,Plaza Triple/Shared Bath,1844,0.6349862258953168
2025-02-24 10:00:00,Suite Triple/Shared Bath,193,0.22031963470319635
2025-02-24 11:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-24 11:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-24 11:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-24 11:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-24 11:00:00,2 Bd/4 Person,0,0.0
2025-02-24 11:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-24 11:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-24 11:00:00,2 Bd/6 Person,0,0.0
2025-02-24 11:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-24 11:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-24 11:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-24 11:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-24 11:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-24 11:00:00,3 Bd/6 Person,0,0.0
2025-02-24 11:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-24 11:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-24 11:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-24 11:00:00,4 Bd/10 Person-Triple,380,0.2814814814814815
2025-02-24 11:00:00,Classic Triple,3148,0.8367889420521
2025-02-24 11:00:00,Deluxe Triple,318,0.10221793635486982
2025-02-24 11:00:00,Plaza Triple/Private Bath,687,0.32072829131652664
2025-02-24 11:00:00,Plaza Triple/Shared Bath,1752,0.6033057851239669
2025-02-24 11:00:00,Suite Triple/Shared Bath,175,0.1997716894977169
2025-02-24 12:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-24 12:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-24 12:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-24 12:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-24 12:00:00,2 Bd/4 Person,0,0.0
2025-02-24 12:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-24 12:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-24 12:00:00,2 Bd/6 Person,0,0.0
2025-02-24 12:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-24 12:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-24 12:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-24 12:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-24 12:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-24 12:00:00,3 Bd/6 Person,0,0.0
2025-02-24 12:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-24 12:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-24 12:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-24 12:00:00,4 Bd/10 Person-Triple,377,0.27925925925925926
2025-02-24 12:00:00,Classic Triple,3057,0.8125996810207337
2025-02-24 12:00:00,Deluxe Triple,219,0.0703953712632594
2025-02-24 12:00:00,Plaza Triple/Private Bath,609,0.28431372549019607
2025-02-24 12:00:00,Plaza Triple/Shared Bath,1621,0.5581955922865014
2025-02-24 12:00:00,Suite Triple/Shared Bath,172,0.1963470319634703
2025-02-24 13:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-24 13:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-24 13:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-24 13:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-24 13:00:00,2 Bd/4 Person,0,0.0
2025-02-24 13:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-24 13:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-24 13:00:00,2 Bd/6 Person,0,0.0
2025-02-24 13:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-24 13:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-24 13:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-24 13:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-24 13:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-24 13:00:00,3 Bd/6 Person,0,0.0
2025-02-24 13:00:00,3 Bd/8 Person-Double,0,0.0
2025-02-24 13:00:00,3 Bd/8 Person-Triple,0,0.0
2025-02-24 13:00:00,4 Bd/10 Person-Double,0,0.0
2025-02-24 13:00:00,4 Bd/10 Person-Triple,365,0.27037037037037037
2025-02-24 13:00:00,Classic Triple,2986,0.7937267410951622
2025-02-24 13:00:00,Deluxe Triple,161,0.05175184828029573
2025-02-24 13:00:00,Plaza Triple/Private Bath,547,0.2553688141923436
2025-02-24 13:00:00,Plaza Triple/Shared Bath,1528,0.5261707988980716
2025-02-24 13:00:00,Suite Triple/Shared Bath,160,0.182648401826484
2025-02-24 14:00:00,1 Bd/3 Person,1,0.008333333333333333
2025-02-24 14:00:00,2 Bd+Loft/5 Person-Double,0,0.0
2025-02-24 14:00:00,2 Bd+Loft/6 Person,0,0.0
2025-02-24 14:00:00,2 Bd/3 Person-Double,0,0.0
2025-02-24 14:00:00,2 Bd/4 Person,0,0.0
2025-02-24 14:00:00,2 Bd/5 Person-Double,0,0.0
2025-02-24 14:00:00,2 Bd/5 Person-Triple,0,0.0
2025-02-24 14:00:00,2 Bd/6 Person,0,0.0
2025-02-24 14:00:00,2 Bd/7 Person-Quad,0,0.0
2025-02-24 14:00:00,2 Bd/7 Person-Triple,0,0.0
2025-02-24 14:00:00,2 Bd/8 Person,8,0.041666666666666664
2025-02-24 14:00:00,3 Bd+Loft/9 Person-Double,0,0.0
2025-02-24 14:00:00,3 Bd+Loft/9 Person-Triple,0,0.0
2025-02-24 14:00:00,3 Bd/6 Person,0,0.0
2025-02-24 14:00:00,3 Bd/8 Person-Double,0,0.0
