Last_Updated,Building,Available_Bed_Spaces,Percent_Left
2025-02-20 10:02:00,Levering Terrace Apartments,48,0.17843866171003717
2025-02-20 10:02:00,Olympic / Centennial,1278,0.7634408602150538
2025-02-20 10:02:00,Palo Verde,177,0.4194312796208531
2025-02-20 10:02:00,Rieber Hall,969,0.9728915662650602
2025-02-20 10:02:00,Rieber Terrace,687,0.8807692307692307
2025-02-20 10:02:00,Rieber Vista,647,0.9295977011494253
2025-02-20 10:02:00,Saxon Suites,216,0.5070422535211268
2025-02-20 10:02:00,Sproul Hall,895,0.8958958958958959
2025-02-20 10:02:00,Sproul Landing / Cove,549,0.5462686567164179
2025-02-20 10:02:00,Sunset Village,1362,0.8360957642725598
2025-02-20 10:02:00,Tipuana,356,0.38444924406047515
2025-02-20 10:02:00,Westwood Chateau Apartments,0,0.0
2025-02-20 10:02:00,Westwood Palms Apartments,0,0.0
2025-02-20 11:02:00,De Neve Plaza,967,0.7767068273092369
2025-02-20 11:02:00,De Neve Residence Hall,360,0.8333333333333334
2025-02-20 11:02:00,Dykstra Hall,731,0.9555555555555556
2025-02-20 11:02:00,Gayley Court Apartments,0,0.0
2025-02-20 11:02:00,Gayley Heights,0,0.0
2025-02-20 11:02:00,Glenrock Apartments,0,0.0
2025-02-20 11:02:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-20 11:02:00,Hedrick Hall,991,0.9890219560878244
2025-02-20 11:02:00,Hedrick Summit,682,0.9798850574712644
2025-02-20 11:02:00,Hitch Suites,422,0.9377777777777778
2025-02-20 11:02:00,Landfair Apartments,0,0.0
2025-02-20 11:02:00,Landfair Vista Apartments,0,0.0
2025-02-20 11:02:00,Laurel,294,0.3838120104438642
2025-02-20 11:02:00,Levering Terrace Apartments,36,0.13382899628252787
2025-02-20 11:02:00,Olympic / Centennial,1209,0.7222222222222222
2025-02-20 11:02:00,Palo Verde,148,0.35071090047393366
2025-02-20 11:02:00,Rieber Hall,967,0.9708835341365462
2025-02-20 11:02:00,Rieber Terrace,666,0.8538461538461538
2025-02-20 11:02:00,Rieber Vista,640,0.9195402298850575
2025-02-20 11:02:00,Saxon Suites,199,0.4671361502347418
2025-02-20 11:02:00,Sproul Hall,894,0.8948948948948949
2025-02-20 11:02:00,Sproul Landing / Cove,477,0.4746268656716418
2025-02-20 11:02:00,Sunset Village,1315,0.807243707796194
2025-02-20 11:02:00,Tipuana,315,0.34017278617710583
2025-02-20 11:02:00,Westwood Chateau Apartments,0,0.0
2025-02-20 11:02:00,Westwood Palms Apartments,0,0.0
2025-02-20 12:02:00,De Neve Plaza,933,0.7493975903614458
2025-02-20 12:02:00,De Neve Residence Hall,343,0.7939814814814815
2025-02-20 12:02:00,Dykstra Hall,720,0.9411764705882353
2025-02-20 12:02:00,Gayley Court Apartments,0,0.0
2025-02-20 12:02:00,Gayley Heights,0,0.0
2025-02-20 12:02:00,Glenrock Apartments,0,0.0
2025-02-20 12:02:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-20 12:02:00,Hedrick Hall,991,0.9890219560878244
2025-02-20 12:02:00,Hedrick Summit,682,0.9798850574712644
2025-02-20 12:02:00,Hitch Suites,420,0.9333333333333333
2025-02-20 12:02:00,Landfair Apartments,0,0.0
2025-02-20 12:02:00,Landfair Vista Apartments,0,0.0
2025-02-20 12:02:00,Laurel,257,0.33550913838120106
2025-02-20 12:02:00,Levering Terrace Apartments,17,0.06319702602230483
2025-02-20 12:02:00,Olympic / Centennial,1148,0.6857825567502986
2025-02-20 12:02:00,Palo Verde,137,0.3246445497630332
2025-02-20 12:02:00,Rieber Hall,966,0.9698795180722891
2025-02-20 12:02:00,Rieber Terrace,660,0.8461538461538461
2025-02-20 12:02:00,Rieber Vista,625,0.8979885057471264
2025-02-20 12:02:00,Saxon Suites,174,0.4084507042253521
2025-02-20 12:02:00,Sproul Hall,881,0.8818818818818819
2025-02-20 12:02:00,Sproul Landing / Cove,431,0.42885572139303485
2025-02-20 12:02:00,Sunset Village,1266,0.7771639042357275
2025-02-20 12:02:00,Tipuana,291,0.3142548596112311
2025-02-20 12:02:00,Westwood Chateau Apartments,0,0.0
2025-02-20 12:02:00,Westwood Palms Apartments,0,0.0
2025-02-20 13:02:00,De Neve Plaza,911,0.7317269076305221
2025-02-20 13:02:00,De Neve Residence Hall,341,0.7893518518518519
2025-02-20 13:02:00,Dykstra Hall,720,0.9411764705882353
2025-02-20 13:02:00,Gayley Court Apartments,0,0.0
2025-02-20 13:02:00,Gayley Heights,0,0.0
2025-02-20 13:02:00,Glenrock Apartments,0,0.0
2025-02-20 13:02:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-20 13:02:00,Hedrick Hall,991,0.9890219560878244
2025-02-20 13:02:00,Hedrick Summit,682,0.9798850574712644
2025-02-20 13:02:00,Hitch Suites,403,0.8955555555555555
2025-02-20 13:02:00,Landfair Apartments,0,0.0
2025-02-20 13:02:00,Landfair Vista Apartments,0,0.0
2025-02-20 13:02:00,Laurel,239,0.31201044386422977
2025-02-20 13:02:00,Levering Terrace Apartments,16,0.05947955390334572
2025-02-20 13:02:00,Olympic / Centennial,1090,0.6511350059737157
2025-02-20 13:02:00,Palo Verde,121,0.28672985781990523
2025-02-20 13:02:00,Rieber Hall,966,0.9698795180722891
2025-02-20 13:02:00,Rieber Terrace,650,0.8333333333333334
2025-02-20 13:02:00,Rieber Vista,613,0.8807471264367817
2025-02-20 13:02:00,Saxon Suites,148,0.3474178403755869
2025-02-20 13:02:00,Sproul Hall,869,0.8698698698698699
2025-02-20 13:02:00,Sproul Landing / Cove,381,0.37910447761194027
2025-02-20 13:02:00,Sunset Village,1222,0.7501534683855126
2025-02-20 13:02:00,Tipuana,248,0.2678185745140389
2025-02-20 13:02:00,Westwood Chateau Apartments,0,0.0
2025-02-20 13:02:00,Westwood Palms Apartments,0,0.0
2025-02-20 14:03:00,De Neve Plaza,878,0.7052208835341366
2025-02-20 14:03:00,De Neve Residence Hall,337,0.7800925925925926
2025-02-20 14:03:00,Dykstra Hall,708,0.9254901960784314
2025-02-20 14:03:00,Gayley Court Apartments,0,0.0
2025-02-20 14:03:00,Gayley Heights,0,0.0
2025-02-20 14:03:00,Glenrock Apartments,0,0.0
2025-02-20 14:03:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-20 14:03:00,Hedrick Hall,991,0.9890219560878244
2025-02-20 14:03:00,Hedrick Summit,679,0.9755747126436781
2025-02-20 14:03:00,Hitch Suites,392,0.8711111111111111
2025-02-20 14:03:00,Landfair Apartments,0,0.0
2025-02-20 14:03:00,Landfair Vista Apartments,0,0.0
2025-02-20 14:03:00,Laurel,206,0.2689295039164491
2025-02-20 14:03:00,Levering Terrace Apartments,13,0.048327137546468404
2025-02-20 14:03:00,Olympic / Centennial,1030,0.6152927120669056
2025-02-20 14:03:00,Palo Verde,113,0.2677725118483412
2025-02-20 14:03:00,Rieber Hall,966,0.9698795180722891
2025-02-20 14:03:00,Rieber Terrace,619,0.7935897435897435
2025-02-20 14:03:00,Rieber Vista,599,0.860632183908046
2025-02-20 14:03:00,Saxon Suites,139,0.32629107981220656
2025-02-20 14:03:00,Sproul Hall,860,0.8608608608608609
2025-02-20 14:03:00,Sproul Landing / Cove,335,0.3333333333333333
2025-02-20 14:03:00,Sunset Village,1196,0.7341927562922038
2025-02-20 14:03:00,Tipuana,242,0.2613390928725702
2025-02-20 14:03:00,Westwood Chateau Apartments,0,0.0
2025-02-20 14:03:00,Westwood Palms Apartments,0,0.0
2025-02-20 15:03:00,De Neve Plaza,851,0.6835341365461848
2025-02-20 15:03:00,De Neve Residence Hall,330,0.7638888888888888
2025-02-20 15:03:00,Dykstra Hall,698,0.9124183006535947
2025-02-20 15:03:00,Gayley Court Apartments,0,0.0
2025-02-20 15:03:00,Gayley Heights,0,0.0
2025-02-20 15:03:00,Glenrock Apartments,0,0.0
2025-02-20 15:03:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-20 15:03:00,Hedrick Hall,991,0.9890219560878244
2025-02-20 15:03:00,Hedrick Summit,679,0.9755747126436781
2025-02-20 15:03:00,Hitch Suites,386,0.8577777777777778
2025-02-20 15:03:00,Landfair Apartments,0,0.0
2025-02-20 15:03:00,Landfair Vista Apartments,0,0.0
2025-02-20 15:03:00,Laurel,190,0.24804177545691905
2025-02-20 15:03:00,Levering Terrace Apartments,11,0.040892193308550186
2025-02-20 15:03:00,Olympic / Centennial,977,0.5836320191158901
2025-02-20 15:03:00,Palo Verde,96,0.22748815165876776
2025-02-20 15:03:00,Rieber Hall,961,0.964859437751004
2025-02-20 15:03:00,Rieber Terrace,609,0.7807692307692308
2025-02-20 15:03:00,Rieber Vista,581,0.8347701149425287
2025-02-20 15:03:00,Saxon Suites,128,0.3004694835680751
2025-02-20 15:03:00,Sproul Hall,846,0.8468468468468469
2025-02-20 15:03:00,Sproul Landing / Cove,289,0.28756218905472636
2025-02-20 15:03:00,Sunset Village,1138,0.6985880908532842
2025-02-20 15:03:00,Tipuana,219,0.23650107991360692
2025-02-20 15:03:00,Westwood Chateau Apartments,0,0.0
2025-02-20 15:03:00,Westwood Palms Apartments,0,0.0
2025-02-20 16:03:00,De Neve Plaza,840,0.6746987951807228
2025-02-20 16:03:00,De Neve Residence Hall,327,0.7569444444444444
2025-02-20 16:03:00,Dykstra Hall,695,0.9084967320261438
2025-02-20 16:03:00,Gayley Court Apartments,0,0.0
2025-02-20 16:03:00,Gayley Heights,0,0.0
2025-02-20 16:03:00,Glenrock Apartments,0,0.0
2025-02-20 16:03:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-20 16:03:00,Hedrick Hall,990,0.9880239520958084
2025-02-20 16:03:00,Hedrick Summit,679,0.9755747126436781
2025-02-20 16:03:00,Hitch Suites,381,0.8466666666666667
2025-02-20 16:03:00,Landfair Apartments,0,0.0
2025-02-20 16:03:00,Landfair Vista Apartments,0,0.0
2025-02-20 16:03:00,Laurel,177,0.2310704960835509
2025-02-20 16:03:00,Levering Terrace Apartments,10,0.03717472118959108
2025-02-20 16:03:00,Olympic / Centennial,963,0.5752688172043011
2025-02-20 16:03:00,Palo Verde,92,0.21800947867298578
2025-02-20 16:03:00,Rieber Hall,956,0.9598393574297188
2025-02-20 16:03:00,Rieber Terrace,601,0.7705128205128206
2025-02-20 16:03:00,Rieber Vista,580,0.8333333333333334
2025-02-20 16:03:00,Saxon Suites,118,0.27699530516431925
2025-02-20 16:03:00,Sproul Hall,843,0.8438438438438438
2025-02-20 16:03:00,Sproul Landing / Cove,269,0.2676616915422886
2025-02-20 16:03:00,Sunset Village,1121,0.6881522406384285
2025-02-20 16:03:00,Tipuana,211,0.22786177105831534
2025-02-20 16:03:00,Westwood Chateau Apartments,0,0.0
2025-02-20 16:03:00,Westwood Palms Apartments,0,0.0
2025-02-21 10:00:00,De Neve Plaza,825,0.6626506024096386
2025-02-21 10:00:00,De Neve Residence Hall,321,0.7430555555555556
2025-02-21 10:00:00,Dykstra Hall,694,0.9071895424836601
2025-02-21 10:00:00,Gayley Court Apartments,0,0.0
2025-02-21 10:00:00,Gayley Heights,0,0.0
2025-02-21 10:00:00,Glenrock Apartments,0,0.0
2025-02-21 10:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-21 10:00:00,Hedrick Hall,989,0.9870259481037924
2025-02-21 10:00:00,Hedrick Summit,679,0.9755747126436781
2025-02-21 10:00:00,Hitch Suites,380,0.8444444444444444
2025-02-21 10:00:00,Landfair Apartments,0,0.0
2025-02-21 10:00:00,Landfair Vista Apartments,0,0.0
2025-02-21 10:00:00,Laurel,154,0.2010443864229765
2025-02-21 10:00:00,Levering Terrace Apartments,10,0.03717472118959108
2025-02-21 10:00:00,Olympic / Centennial,933,0.557347670250896
2025-02-21 10:00:00,Palo Verde,91,0.2156398104265403
2025-02-21 10:00:00,Rieber Hall,953,0.9568273092369478
2025-02-21 10:00:00,Rieber Terrace,589,0.7551282051282051
2025-02-21 10:00:00,Rieber Vista,576,0.8275862068965517
2025-02-21 10:00:00,Saxon Suites,109,0.25586854460093894
2025-02-21 10:00:00,Sproul Hall,836,0.8368368368368369
2025-02-21 10:00:00,Sproul Landing / Cove,228,0.22686567164179106
2025-02-21 10:00:00,Sunset Village,1106,0.6789441375076735
2025-02-21 10:00:00,Tipuana,203,0.21922246220302377
2025-02-21 10:00:00,Westwood Chateau Apartments,0,0.0
2025-02-21 10:00:00,Westwood Palms Apartments,0,0.0
2025-02-21 11:00:00,De Neve Plaza,792,0.636144578313253
2025-02-21 11:00:00,De Neve Residence Hall,313,0.7245370370370371
2025-02-21 11:00:00,Dykstra Hall,685,0.8954248366013072
2025-02-21 11:00:00,Gayley Court Apartments,0,0.0
2025-02-21 11:00:00,Gayley Heights,0,0.0
2025-02-21 11:00:00,Glenrock Apartments,0,0.0
2025-02-21 11:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-21 11:00:00,Hedrick Hall,989,0.9870259481037924
2025-02-21 11:00:00,Hedrick Summit,679,0.9755747126436781
2025-02-21 11:00:00,Hitch Suites,365,0.8111111111111111
2025-02-21 11:00:00,Landfair Apartments,0,0.0
2025-02-21 11:00:00,Landfair Vista Apartments,0,0.0
2025-02-21 11:00:00,Laurel,149,0.19451697127937337
2025-02-21 11:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-21 11:00:00,Olympic / Centennial,857,0.51194743130227
2025-02-21 11:00:00,Palo Verde,91,0.2156398104265403
2025-02-21 11:00:00,Rieber Hall,949,0.9528112449799196
2025-02-21 11:00:00,Rieber Terrace,562,0.7205128205128205
2025-02-21 11:00:00,Rieber Vista,550,0.7902298850574713
2025-02-21 11:00:00,Saxon Suites,83,0.19483568075117372
2025-02-21 11:00:00,Sproul Hall,823,0.8238238238238238
2025-02-21 11:00:00,Sproul Landing / Cove,165,0.16417910447761194
2025-02-21 11:00:00,Sunset Village,1055,0.6476365868631062
2025-02-21 11:00:00,Tipuana,187,0.2019438444924406
2025-02-21 11:00:00,Westwood Chateau Apartments,0,0.0
2025-02-21 11:00:00,Westwood Palms Apartments,0,0.0
2025-02-21 12:00:00,De Neve Plaza,725,0.5823293172690763
2025-02-21 12:00:00,De Neve Residence Hall,299,0.6921296296296297
2025-02-21 12:00:00,Dykstra Hall,685,0.8954248366013072
2025-02-21 12:00:00,Gayley Court Apartments,0,0.0
2025-02-21 12:00:00,Gayley Heights,0,0.0
2025-02-21 12:00:00,Glenrock Apartments,0,0.0
2025-02-21 12:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-21 12:00:00,Hedrick Hall,980,0.9780439121756487
2025-02-21 12:00:00,Hedrick Summit,677,0.9727011494252874
2025-02-21 12:00:00,Hitch Suites,319,0.7088888888888889
2025-02-21 12:00:00,Landfair Apartments,0,0.0
2025-02-21 12:00:00,Landfair Vista Apartments,0,0.0
2025-02-21 12:00:00,Laurel,148,0.19321148825065274
2025-02-21 12:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-21 12:00:00,Olympic / Centennial,724,0.4324970131421744
2025-02-21 12:00:00,Palo Verde,87,0.20616113744075829
2025-02-21 12:00:00,Rieber Hall,944,0.9477911646586346
2025-02-21 12:00:00,Rieber Terrace,537,0.6884615384615385
2025-02-21 12:00:00,Rieber Vista,545,0.7830459770114943
2025-02-21 12:00:00,Saxon Suites,61,0.1431924882629108
2025-02-21 12:00:00,Sproul Hall,803,0.8038038038038038
2025-02-21 12:00:00,Sproul Landing / Cove,116,0.1154228855721393
2025-02-21 12:00:00,Sunset Village,978,0.6003683241252302
2025-02-21 12:00:00,Tipuana,187,0.2019438444924406
2025-02-21 12:00:00,Westwood Chateau Apartments,0,0.0
2025-02-21 12:00:00,Westwood Palms Apartments,0,0.0
2025-02-21 13:00:00,De Neve Plaza,678,0.5445783132530121
2025-02-21 13:00:00,De Neve Residence Hall,274,0.6342592592592593
2025-02-21 13:00:00,Dykstra Hall,676,0.8836601307189542
2025-02-21 13:00:00,Gayley Court Apartments,0,0.0
2025-02-21 13:00:00,Gayley Heights,0,0.0
2025-02-21 13:00:00,Glenrock Apartments,0,0.0
2025-02-21 13:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-21 13:00:00,Hedrick Hall,969,0.9670658682634731
2025-02-21 13:00:00,Hedrick Summit,677,0.9727011494252874
2025-02-21 13:00:00,Hitch Suites,268,0.5955555555555555
2025-02-21 13:00:00,Landfair Apartments,0,0.0
2025-02-21 13:00:00,Landfair Vista Apartments,0,0.0
2025-02-21 13:00:00,Laurel,148,0.19321148825065274
2025-02-21 13:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-21 13:00:00,Olympic / Centennial,585,0.34946236559139787
2025-02-21 13:00:00,Palo Verde,86,0.2037914691943128
2025-02-21 13:00:00,Rieber Hall,935,0.9387550200803213
2025-02-21 13:00:00,Rieber Terrace,502,0.6435897435897436
2025-02-21 13:00:00,Rieber Vista,512,0.735632183908046
2025-02-21 13:00:00,Saxon Suites,55,0.12910798122065728
2025-02-21 13:00:00,Sproul Hall,782,0.7827827827827828
2025-02-21 13:00:00,Sproul Landing / Cove,88,0.08756218905472637
2025-02-21 13:00:00,Sunset Village,937,0.5751995089011663
2025-02-21 13:00:00,Tipuana,176,0.1900647948164147
2025-02-21 13:00:00,Westwood Chateau Apartments,0,0.0
2025-02-21 13:00:00,Westwood Palms Apartments,0,0.0
2025-02-21 14:00:00,De Neve Plaza,639,0.5132530120481927
2025-02-21 14:00:00,De Neve Residence Hall,249,0.5763888888888888
2025-02-21 14:00:00,Dykstra Hall,663,0.8666666666666667
2025-02-21 14:00:00,Gayley Court Apartments,0,0.0
2025-02-21 14:00:00,Gayley Heights,0,0.0
2025-02-21 14:00:00,Glenrock Apartments,0,0.0
2025-02-21 14:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-21 14:00:00,Hedrick Hall,969,0.9670658682634731
2025-02-21 14:00:00,Hedrick Summit,674,0.9683908045977011
2025-02-21 14:00:00,Hitch Suites,219,0.4866666666666667
2025-02-21 14:00:00,Landfair Apartments,0,0.0
2025-02-21 14:00:00,Landfair Vista Apartments,0,0.0
2025-02-21 14:00:00,Laurel,145,0.18929503916449086
2025-02-21 14:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-21 14:00:00,Olympic / Centennial,428,0.25567502986857826
2025-02-21 14:00:00,Palo Verde,86,0.2037914691943128
2025-02-21 14:00:00,Rieber Hall,926,0.929718875502008
2025-02-21 14:00:00,Rieber Terrace,466,0.5974358974358974
2025-02-21 14:00:00,Rieber Vista,486,0.6982758620689655
2025-02-21 14:00:00,Saxon Suites,47,0.11032863849765258
2025-02-21 14:00:00,Sproul Hall,765,0.7657657657657657
2025-02-21 14:00:00,Sproul Landing / Cove,75,0.07462686567164178
2025-02-21 14:00:00,Sunset Village,854,0.5242480049109883
2025-02-21 14:00:00,Tipuana,174,0.1879049676025918
2025-02-21 14:00:00,Westwood Chateau Apartments,0,0.0
2025-02-21 14:00:00,Westwood Palms Apartments,0,0.0
2025-02-21 15:00:00,De Neve Plaza,570,0.4578313253012048
2025-02-21 15:00:00,De Neve Residence Hall,219,0.5069444444444444
2025-02-21 15:00:00,Dykstra Hall,656,0.857516339869281
2025-02-21 15:00:00,Gayley Court Apartments,0,0.0
2025-02-21 15:00:00,Gayley Heights,0,0.0
2025-02-21 15:00:00,Glenrock Apartments,0,0.0
2025-02-21 15:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-21 15:00:00,Hedrick Hall,964,0.9620758483033932
2025-02-21 15:00:00,Hedrick Summit,669,0.9612068965517241
2025-02-21 15:00:00,Hitch Suites,181,0.4022222222222222
2025-02-21 15:00:00,Landfair Apartments,0,0.0
2025-02-21 15:00:00,Landfair Vista Apartments,0,0.0
2025-02-21 15:00:00,Laurel,140,0.18276762402088773
2025-02-21 15:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-21 15:00:00,Olympic / Centennial,318,0.18996415770609318
2025-02-21 15:00:00,Palo Verde,86,0.2037914691943128
2025-02-21 15:00:00,Rieber Hall,921,0.9246987951807228
2025-02-21 15:00:00,Rieber Terrace,437,0.5602564102564103
2025-02-21 15:00:00,Rieber Vista,456,0.6551724137931034
2025-02-21 15:00:00,Saxon Suites,41,0.09624413145539906
2025-02-21 15:00:00,Sproul Hall,744,0.7447447447447447
2025-02-21 15:00:00,Sproul Landing / Cove,73,0.07263681592039802
2025-02-21 15:00:00,Sunset Village,791,0.48557397176181705
2025-02-21 15:00:00,Tipuana,171,0.18466522678185746
2025-02-21 15:00:00,Westwood Chateau Apartments,0,0.0
2025-02-21 15:00:00,Westwood Palms Apartments,0,0.0
2025-02-21 16:00:00,De Neve Plaza,547,0.4393574297188755
2025-02-21 16:00:00,De Neve Residence Hall,216,0.5
2025-02-21 16:00:00,Dykstra Hall,648,0.8470588235294118
2025-02-21 16:00:00,Gayley Court Apartments,0,0.0
2025-02-21 16:00:00,Gayley Heights,0,0.0
2025-02-21 16:00:00,Glenrock Apartments,0,0.0
2025-02-21 16:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-21 16:00:00,Hedrick Hall,964,0.9620758483033932
2025-02-21 16:00:00,Hedrick Summit,662,0.9511494252873564
2025-02-21 16:00:00,Hitch Suites,173,0.3844444444444444
2025-02-21 16:00:00,Landfair Apartments,0,0.0
2025-02-21 16:00:00,Landfair Vista Apartments,0,0.0
2025-02-21 16:00:00,Laurel,137,0.17885117493472585
2025-02-21 16:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-21 16:00:00,Olympic / Centennial,265,0.15830346475507767
2025-02-21 16:00:00,Palo Verde,86,0.2037914691943128
2025-02-21 16:00:00,Rieber Hall,914,0.9176706827309237
2025-02-21 16:00:00,Rieber Terrace,409,0.5243589743589744
2025-02-21 16:00:00,Rieber Vista,446,0.6408045977011494
2025-02-21 16:00:00,Saxon Suites,42,0.09859154929577464
2025-02-21 16:00:00,Sproul Hall,732,0.7327327327327328
2025-02-21 16:00:00,Sproul Landing / Cove,69,0.06865671641791045
2025-02-21 16:00:00,Sunset Village,768,0.4714548802946593
2025-02-21 16:00:00,Tipuana,167,0.18034557235421167
2025-02-21 16:00:00,Westwood Chateau Apartments,0,0.0
2025-02-21 16:00:00,Westwood Palms Apartments,0,0.0
2025-02-24 10:00:00,De Neve Plaza,467,0.3751004016064257
2025-02-24 10:00:00,De Neve Residence Hall,196,0.4537037037037037
2025-02-24 10:00:00,Dykstra Hall,633,0.8274509803921568
2025-02-24 10:00:00,Gayley Court Apartments,0,0.0
2025-02-24 10:00:00,Gayley Heights,0,0.0
2025-02-24 10:00:00,Glenrock Apartments,0,0.0
2025-02-24 10:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-24 10:00:00,Hedrick Hall,964,0.9620758483033932
2025-02-24 10:00:00,Hedrick Summit,657,0.9439655172413793
2025-02-24 10:00:00,Hitch Suites,152,0.3377777777777778
2025-02-24 10:00:00,Landfair Apartments,0,0.0
2025-02-24 10:00:00,Landfair Vista Apartments,0,0.0
2025-02-24 10:00:00,Laurel,137,0.17885117493472585
2025-02-24 10:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-24 10:00:00,Olympic / Centennial,194,0.11589008363201912
2025-02-24 10:00:00,Palo Verde,86,0.2037914691943128
2025-02-24 10:00:00,Rieber Hall,908,0.9116465863453815
2025-02-24 10:00:00,Rieber Terrace,354,0.45384615384615384
2025-02-24 10:00:00,Rieber Vista,420,0.603448275862069
2025-02-24 10:00:00,Saxon Suites,41,0.09624413145539906
2025-02-24 10:00:00,Sproul Hall,704,0.7047047047047047
2025-02-24 10:00:00,Sproul Landing / Cove,64,0.06368159203980099
2025-02-24 10:00:00,Sunset Village,721,0.4426028238182934
2025-02-24 10:00:00,Tipuana,166,0.17926565874730022
2025-02-24 10:00:00,Westwood Chateau Apartments,0,0.0
2025-02-24 10:00:00,Westwood Palms Apartments,0,0.0
2025-02-24 11:00:00,De Neve Plaza,417,0.3349397590361446
2025-02-24 11:00:00,De Neve Residence Hall,143,0.33101851851851855
2025-02-24 11:00:00,Dykstra Hall,616,0.8052287581699347
2025-02-24 11:00:00,Gayley Court Apartments,0,0.0
2025-02-24 11:00:00,Gayley Heights,0,0.0
2025-02-24 11:00:00,Glenrock Apartments,0,0.0
2025-02-24 11:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-24 11:00:00,Hedrick Hall,961,0.9590818363273453
2025-02-24 11:00:00,Hedrick Summit,653,0.9382183908045977
2025-02-24 11:00:00,Hitch Suites,135,0.3
2025-02-24 11:00:00,Landfair Apartments,0,0.0
2025-02-24 11:00:00,Landfair Vista Apartments,0,0.0
2025-02-24 11:00:00,Laurel,132,0.17232375979112272
2025-02-24 11:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-24 11:00:00,Olympic / Centennial,115,0.06869772998805257
2025-02-24 11:00:00,Palo Verde,86,0.2037914691943128
2025-02-24 11:00:00,Rieber Hall,900,0.9036144578313253
2025-02-24 11:00:00,Rieber Terrace,311,0.39871794871794874
2025-02-24 11:00:00,Rieber Vista,397,0.5704022988505747
2025-02-24 11:00:00,Saxon Suites,40,0.09389671361502347
2025-02-24 11:00:00,Sproul Hall,671,0.6716716716716716
2025-02-24 11:00:00,Sproul Landing / Cove,60,0.05970149253731343
2025-02-24 11:00:00,Sunset Village,661,0.4057704112952732
2025-02-24 11:00:00,Tipuana,162,0.17494600431965443
2025-02-24 11:00:00,Westwood Chateau Apartments,0,0.0
2025-02-24 11:00:00,Westwood Palms Apartments,0,0.0
2025-02-24 12:00:00,De Neve Plaza,374,0.3004016064257028
2025-02-24 12:00:00,De Neve Residence Hall,71,0.16435185185185186
2025-02-24 12:00:00,Dykstra Hall,592,0.7738562091503268
2025-02-24 12:00:00,Gayley Court Apartments,0,0.0
2025-02-24 12:00:00,Gayley Heights,0,0.0
2025-02-24 12:00:00,Glenrock Apartments,0,0.0
2025-02-24 12:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-24 12:00:00,Hedrick Hall,957,0.9550898203592815
2025-02-24 12:00:00,Hedrick Summit,646,0.9281609195402298
2025-02-24 12:00:00,Hitch Suites,133,0.29555555555555557
2025-02-24 12:00:00,Landfair Apartments,0,0.0
2025-02-24 12:00:00,Landfair Vista Apartments,0,0.0
2025-02-24 12:00:00,Laurel,129,0.16840731070496084
2025-02-24 12:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-24 12:00:00,Olympic / Centennial,91,0.05436081242532855
2025-02-24 12:00:00,Palo Verde,86,0.2037914691943128
2025-02-24 12:00:00,Rieber Hall,895,0.8985943775100401
2025-02-24 12:00:00,Rieber Terrace,254,0.32564102564102565
2025-02-24 12:00:00,Rieber Vista,365,0.5244252873563219
2025-02-24 12:00:00,Saxon Suites,39,0.09154929577464789
2025-02-24 12:00:00,Sproul Hall,613,0.6136136136136137
2025-02-24 12:00:00,Sproul Landing / Cove,57,0.056716417910447764
2025-02-24 12:00:00,Sunset Village,591,0.36279926335174956
2025-02-24 12:00:00,Tipuana,162,0.17494600431965443
2025-02-24 12:00:00,Westwood Chateau Apartments,0,0.0
2025-02-24 12:00:00,Westwood Palms Apartments,0,0.0
2025-02-24 13:00:00,De Neve Plaza,338,0.2714859437751004
2025-02-24 13:00:00,De Neve Residence Hall,48,0.1111111111111111
2025-02-24 13:00:00,Dykstra Hall,576,0.7529411764705882
2025-02-24 13:00:00,Gayley Court Apartments,0,0.0
2025-02-24 13:00:00,Gayley Heights,0,0.0
2025-02-24 13:00:00,Glenrock Apartments,0,0.0
2025-02-24 13:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-24 13:00:00,Hedrick Hall,955,0.9530938123752495
